x,y,lon,lat,name
2373,381,24.740812270055986,59.44982003162389,Patarei
3443,858,24.786220016887015,59.43804409073964,Kadrioru tiik
1603,1356,24.704805895536726,59.42932669349119,Endla
3586,625,24.793923831828,59.443429949086614,Russalka
3736,882,24.798591586915656,59.43727837459824,Valge majakas
3895,1317,24.805590408077705,59.42790042418382,Punane majakas
3664,867,24.796231311694125,59.43762485568708,Peetri maja
2488,1731,24.74182440425792,59.41969669038831,Vana-L̵una
2333,1050,24.737039895063877,59.435916624611956,Toompea
